number,customer,description,price,deadline,country,url_addr,created_at,updated_at
2019-724647,"Государственное предприятие ""Белорусская АЭС""","Закупка плакатов, стендов и знаков безопасности",10 130,2019-07-05,BLR,http://www.icetrade.by/tenders/all/view/724647,,
2019-724646,"ОАО ""Беларуськалий""",Закупка контейнеров МКР,1,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/724646,,
2019-724644,"РТБ ""Сосновка""","Закупка мебели медицинской(3 лота): Стулья для пациента, тумба медицинская прикроватная",13 600,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/724644,,
2019-724643,Отдел по образованию Поставского райисполкома,Замена деревянных оконных и дверных блоков на окна и двери ПВХ,0,2019-07-10,BLR,http://www.icetrade.by/tenders/all/view/724643,,
2019-724642,Лунинецкое райпо,холодильное оборудование,18 000,2019-06-28,BLR,http://www.icetrade.by/tenders/all/view/724642,,
2019-724641,"ИООО ""ЛУКОЙЛ Белоруссия""","Закупка оборудования и запасных частей для АЗС, нефтебаз, складов хранения газа и лабораторий ИООО ""ЛУКОЙЛ Белоруссия"" в 2019 году.",0,2019-07-22,BLR,http://www.icetrade.by/tenders/all/view/724641,,
2019-724640,ИК №22 управления ДИН МВД по Брестской области,Брикет торфяной,18 000,2019-07-12,BLR,http://www.icetrade.by/tenders/all/view/724640,,
2019-724639,"ОМТС РУП ""Могилевское отделение Белорусской железной дороги""",Закупка водонагревателя,900,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/724639,,
2019-724638,"Открытое акционерное общество ""Барановичский комбинат хлебопродуктов""",Мотор-редуктор циклоидальный одноступенчатый МРА 7-17.111.000.132 М4 (новый) или аналог.,10 000,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/724638,,
2019-724637,"УЗ ""Брестский областной родильный дом""",Продукты питания на  3 квартал 2019г,51 190.40,2019-07-01,BLR,http://www.icetrade.by/tenders/all/view/724637,,
2019-724636,"Государственное предприятие ""УКС Рогачёвского района""","Выбор проектной организации для разработки проектно-сметной документации по объекту: ""40-квартирный жилой дом ул. Кирова в г. Рогачеве (поз.1)""",60 000,2019-07-05,BLR,http://www.icetrade.by/tenders/all/view/724636,,
2019-724635,"ОАО ""Нафтан""","Запасные части для компрессоров марок 2М10-10/20-50Б и ДАОН-350П производства ОАО «Пензкомпрессормаш», Россия согласно Приложению №1 - 15 позиций",0,2019-07-11,BLR,http://www.icetrade.by/tenders/all/view/724635,,
