number,customer,description,price,deadline,country,url_addr,created_at,updated_at
2019-716596,ГУВД Мингорисполкома г. Минска,Кресла офисные,69 900,2019-07-04,BLR,http://www.icetrade.by/tenders/all/view/716596,,
2019-716592,"Государственное предприятие ""ДСП Минздрава Республики Беларусь""",холодильная машина (чиллер),0,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/716592,,
2019-716591,"Управление  по образованию, спорту и туризму Вилейского райисполкома","Замена оконных блоков ПВХ и дверных блоков ПВХ в учреждениях образования города Вилейки и Вилейского района Управления по образованию,спорту и ткризму Вилейского районного исполнительного комита Минской области",0,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/716591,,
2019-716589,"УП ""УКС МИНГОРИСПОЛКОМА""","Выбор поставщика системы видеонаблюдения (СВН) для объекта строительства ""Подстанция скорой медицинской помощи по ул. Сырокомли""",0,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/716589,,
2019-716580,"ОАО ""Нафтан""",Закупка арматуры высокого давления межблочной отсечной с электроприводом в комплекте с запасными частями,0,2019-07-04,BLR,http://www.icetrade.by/tenders/all/view/716580,,
2019-716578,"ОАО ""МАЗ"" - управляющая компания холдинга ""БЕЛАВТОМАЗ""",металлы основные и готовые металлические изделия,50 000 000,2019-07-18,BLR,http://www.icetrade.by/tenders/all/view/716578,,
2019-716576,Отдел по образованию администрации Октябрьского района г. Могилева,"Поставка пароконвектоматов, электрических кипятильников в учреждения, подчиненные отделу по образованию администрации Октябрьского района г. Могилева",81 900,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/716576,,
2019-716573,Управление по образованию Полоцкого райисполкома,закупка лыжного инвентаря,28 274,2019-06-23,BLR,http://www.icetrade.by/tenders/all/view/716573,,
2019-717376,Отдел по образованию Белыничского райисполкома,закупка автобусов  для перевозки школьников,334 200,2019-07-01,BLR,http://www.icetrade.by/tenders/all/view/717376,,
2019-717373,СДЮШОР по лыжным видам спорта,электронный аукцион,0,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/717373,,
2019-717372,"Отдел образования, спорта и туризма Речицкого районного исполнительного комитета",Закупка свежих томатов и огурцов,19 400,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/717372,,
2019-717369,"Государственное предприятие ""Управление капитальным строительством Шкловского района""","Выбор генеральной подрядной организации для строительства объекта ""под ключ"" ""Благоустройство территории прилегающей к д. Александрия-2 Шкловского района""",230 029.02,2019-07-05,BLR,http://www.icetrade.by/tenders/all/view/717369,,
2019-717368,Новогрудская ЦРБ,пульпоэкстракторы,0,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/717368,,
2019-717367,"ГО ""Белресурсы"" - управляющая компания холдинга ""Белресурсы""",№ 086/19 Гом-ОДСТ - Асфальтоукладчик,0,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/717367,,
2019-717362,"Республиканское дочернее торговое унитарное предприятие ""Медтехника"" г. Барановичи","БарМт №338/19 - Реагенты, контрольные  и расходные материалы для анализатора Yumizen Y500 OT (лот 1,2) ; ИФА тест-системы для диагностики аутоимунных заболеваний (лот 3-5); Расходные материалы для клинико-гематологических исследований (лот 59), Реагенты к",0,2019-06-25,BLR,http://www.icetrade.by/tenders/all/view/717362,,
2019-717356,"ОАО ""Гродно Азот""",Закупка редукционно-охладительной установки,0,2019-06-25,BLR,http://www.icetrade.by/tenders/all/view/717356,,
2019-717355,"Отдел по образованию, спорту и туризму Бобруйского райисполкома",Закупка автомобиля с изотермическим фургоном и автобусов для перевозки детей,250 000,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/717355,,
2019-717349,РЕСПУБЛИКАНСКИЙ ГОСПИТАЛЬ МВД,материал упаковочный для упаковки стерилизуемого хирургического инструментария и перевязочного материала,0,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/717349,,
2019-717345,ЦЕНТР ГЕОФИЗИЧЕСКОГО МОНИТОРИНГА НАН БЕЛАРУСИ,Сейсмодатчики,91 132,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/717345,,
2019-717339,Быховский райисполком,Бензин АИ-95-К5,12 900,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/717339,,
2019-717329,ОАО «Климовичский ликеро-водочный завод»,закупка ротативного укупорочного автомата,0,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/717329,,
2019-717327,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядчика на выполнение работ на объекте строительства: «Замена лифтов в жилом доме по ул. Нестерова, 88/2  в г. Минске» в интересах Государственного предприятия «Жилищное коммунальное хозяйство Заводского района г. Минска», КС293-06/191",66 000,2019-07-01,BLR,http://www.icetrade.by/tenders/all/view/717327,,
2019-717323,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядчика на выполнение работ на объекте строительства: «Замена лифтов в жилом доме по ул. Нестерова, 86/2  в г. Минске» в интересах Государственного предприятия «Жилищное коммунальное хозяйство Заводского района г. Минска», КС294-06/191",88 000,2019-07-08,BLR,http://www.icetrade.by/tenders/all/view/717323,,
2019-717321,"Республиканское дочернее торговое унитарное предприятие ""Медтехника"" г. Барановичи",БарМТ №340/19 –Велотренажер; Мини-велотренажер; Балансировочная платформа,0,2019-06-25,BLR,http://www.icetrade.by/tenders/all/view/717321,,
2019-717320,"Производственное республиканское унитарное предприятие ""Витебскоблгаз""",Закупка системы видеонаблюдения на основе IP-камер,47 224,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/717320,,
2019-717315,"Республиканское дочернее торговое унитарное предприятие ""Медтехника"" г. Барановичи",БарМТ №339/19 Средство для горячей дезинфекции гемодиализных машин Диастерил или аналог,0,2019-07-12,BLR,http://www.icetrade.by/tenders/all/view/717315,,
2019-717289,"ОАО ""БЕЛГАЗСТРОЙ""",Закупка бульдозера гусеничного,275 000,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/717289,,
2019-717276,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядчика на выполнение строительно-монтажных работ на объекте строительства «Замена лифтов в жилом доме по ул. Герасименко, 36 в г. Минске» в интересах Государственного предприятия «Жилищное коммунальное хозяйство Заводского района г. Минска», КС303-06/191",120 000,2019-07-05,BLR,http://www.icetrade.by/tenders/all/view/717276,,
2019-717268,"РУП ""БЕЛФАРМАЦИЯ""",19/34-1 Растворы для автоматического перитонеального диализа,828 842.95,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/717268,,
2019-717267,ОАО «Климовичский ликеро-водочный завод»,закупка моноблока для нанесения и усадки термоусадочных колпачков,0,2019-06-26,BLR,http://www.icetrade.by/tenders/all/view/717267,,
2019-717264,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядчика на выполнение работ на объекте строительства «Текущий ремонт помещений на 6-ом этаже в административном здании по ул. Сурганова, 28 в г. Минске» в интересах инспекции Министерства по налогам и сборам Республики Беларусь по Минской области, КС287-05/191",201 503.60,2019-07-08,BLR,http://www.icetrade.by/tenders/all/view/717264,,
2019-717262,"Государственное предприятие ""УКС Пуховичского района""",Выбор генеральной подрядной организации на выполнение проектно-изыскательских работ по объекту «Многоквартирный жилой дом №2 в г. Марьина Горка»,130 000,2019-07-04,BLR,http://www.icetrade.by/tenders/all/view/717262,,
2019-717261,"ООО ""СТЭС ИНВЕСТ ИНЖИНИРИНГ""","Выбор поставщика лифтового оборудования на объект: ""Капитальный ремонт лифта в административном здании по ул. Казинца, 50 в г. Минске""",0,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/717261,,
2019-717251,"С/У ""Витебский ХК""",клюшка хоккейная,6 178,2019-07-04,BLR,http://www.icetrade.by/tenders/all/view/717251,,
2019-717248,"Производственное республиканское унитарное предприятие ""Витебскоблгаз""",Установка для охлаждения воздуха в животноводческих помещениях путем распыления воды (орошение),38 500,2019-06-25,BLR,http://www.icetrade.by/tenders/all/view/717248,,
2019-717246,Министерство связи и информатизации Республики Беларусь,Сопровождение информацинных систем,79 936.50,2019-07-04,BLR,http://www.icetrade.by/tenders/all/view/717246,,
2019-717243,6-я городская клиническая больница,Перчатки медицинские смотровые не стерильные,0,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/717243,,
2019-717241,"ОАО ""Минский молочный завод № 1""",Закупка запасных частей для оборудования производства компании SPX FLOW ТОРГОВОЙ МАРКИ APV.,0,2019-06-25,BLR,http://www.icetrade.by/tenders/all/view/717241,,
2019-717223,Управление по образованию Полоцкого райисполкома,"закупка овощей и фруктов для детского оздоровительного лагеря ""Чайка""",4 071.30,2019-06-23,BLR,http://www.icetrade.by/tenders/all/view/717223,,
2019-717222,"ОАО ""Нафтан""",Трубопроводная арматура согласно спецификации – 13 лотов,0,2019-07-04,BLR,http://www.icetrade.by/tenders/all/view/717222,,
2019-717215,6-я городская клиническая больница,Реагенты и расходные материалы для клинико-диагностической лаборатории,0,2019-06-25,BLR,http://www.icetrade.by/tenders/all/view/717215,,
2019-717212,"РУП ""Могилевэнерго""","Работы и товары (оборудование) по строительству и реконструкции тепловых сетей, передаваемых в соответствии с абзацами 3 и 5 п.п.1.1. пункта 1 Распоряжения Президента РБ от 31.12.15г. №231рп по РУП «Могилевэнерго» на 2019 год: «Реконструкция тепловой сети от ТК2-5 до ТК3-5 по ул. Кулибина в г. Могилеве».",339 357,2019-07-10,BLR,http://www.icetrade.by/tenders/all/view/717212,,
2019-717200,Мостовское РУП ЖКХ,Выбор подрядной организации на выполнение проектно-изыскательских работ (архитектурный проект) по объекту «Реконструкции котельной по ул. Зеленая в г. Мосты с переводом на использование местных видов топлива»,488 767.36,2019-07-05,BLR,http://www.icetrade.by/tenders/all/view/717200,,
2019-717198,"РУП ""МИНСКАЯ ПЕЧАТНАЯ ФАБРИКА"" ГОЗНАКА","Шредер для измельчения, утилизации и уничтожения отходов производства",87 000,2019-06-25,BLR,http://www.icetrade.by/tenders/all/view/717198,,
2019-717195,"РУП ""Могилевэнерго""","Работы и товары (оборудование) по строительству и реконструкции тепловых сетей, передаваемых в соответствии с абзацами 3 и 5 п.п.1.1. пункта 1 Распоряжения Президента РБ от 31.12.15г. №231рп по РУП «Могилевэнерго» на 2019 год: «Реконструкция тепловой сети на территории больницы сестринского ухода по ул. Первомайской, №150 в г. Могилеве»",1 045 505,2019-07-10,BLR,http://www.icetrade.by/tenders/all/view/717195,,
2019-717193,"ЗАО ""АТЛАНТ""",двери стеклянные для торгового оборудования,0,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/717193,,
2019-717189,"ОАО ""МИНСК КРИСТАЛЛ"" - управляющая компания холдинга ""МИНСК КРИСТАЛЛ ГРУПП""",услуги по перевозке и экспедированию для МК,0,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/717189,,
2019-717188,"РУП ""МИНСКАЯ ПЕЧАТНАЯ ФАБРИКА"" ГОЗНАКА","Бумага силиконизированная типа ""Глассин"" с низким усилием отслаивания",764 000,2019-06-25,BLR,http://www.icetrade.by/tenders/all/view/717188,,
2019-717184,Молодечненская специальная общеобразовательная школа-интернат,"Закупака компьютерной техники для ГУО ""Молодечненская специальная общеобразовательная школа-интернат""",0,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/717184,,
2019-717183,"Государственное предприятие ""Гордорстрой""",Выбор генеральной подрядной организации на выполнение строительных работ по объекту «Устройство остановочного пункта «Куйбышева» в г. Минске»,57 165.43,2019-07-08,BLR,http://www.icetrade.by/tenders/all/view/717183,,
2019-717180,"КУП ""ЖКХ г.Полоцка""",по закупке материалов для выполнения работ по объекту: «Капитальный ремонт жилого дома №9 по ул.Мариненко в г.Полоцке»,109 685,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/717180,,
2019-717175,"Государственное предприятие ""Управление капитального строительства Запад""","проектно-изыскательские работы по объекту «Проект застройки квартала в границах ул. Жуковского, Сенницкой, Нефтяной, Аэродромной в г.Минске».",0,2019-07-08,BLR,http://www.icetrade.by/tenders/all/view/717175,,
2019-717172,"ОАО ""Нафтан""",Клапан прямого действия PCV Ду25 Ру16,0,2019-07-02,BLR,http://www.icetrade.by/tenders/all/view/717172,,
2019-717171,"РУП ""Могилевэнерго""",Работы и товары (оборудование) по строительству объекта  тепловых сетей «Многоквартирный жилой дом №2 по генплану в районе улицы Якубовского с благоустройством прилегающей территории в городе Могилеве»,436 590,2019-07-10,BLR,http://www.icetrade.by/tenders/all/view/717171,,
2019-717164,"Государственное предприятие ""Гордорстрой""",Выбор генеральной подрядной организации на выполнение строительных работ по объекту «Устройство остановочного пункта «Красная» в г. Минске»,60 804.98,2019-07-04,BLR,http://www.icetrade.by/tenders/all/view/717164,,
2019-717159,Государственное предприятие «Жилищное коммунальное хозяйство № 2 Фрунзенского района г. Минска»,Выбор подрядчика на выполнение работ на объектах строительства «Замена пассажирского лифта в жилом доме № 126 по ул. Притыцкого в г. Минске»,80 391.98,2019-07-09,BLR,http://www.icetrade.by/tenders/all/view/717159,,
2019-717149,"ОУПП ""Гродненское городское жилищно-коммунальное хозяйство""",выполнение строительно-монтажных работ по объекту:  «Строительство инженерных сетей по ул. Бажоры в микрорайоне индивидуальной жилой застройки «Фабричный» в г. Гродно. (2-ой пусковой комплекс)».,206 172,2019-07-04,BLR,http://www.icetrade.by/tenders/all/view/717149,,
2019-717146,"Государственное предприятие ""УКС Смолевичского района""","Подрядные работы на объекте ""Водоснабжение РИЗ микрорайона ""Рябый Слуп"" в г.Смолевичи""",752 704,2019-07-12,BLR,http://www.icetrade.by/tenders/all/view/717146,,
2019-717145,"ОАО ""Минский молочный завод № 1""",Закупка запасных частей к гомогенизаторам производства FBF ITALIA S.r.l.,0,2019-06-25,BLR,http://www.icetrade.by/tenders/all/view/717145,,
2019-717143,"Учреждение здравоохранения ""Столбцовская центральная районная больница""","Реагенты, контрольные и расходные материалы для клинико-диагностической лаборатории",0,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/717143,,
2019-717141,"Открытое акционерное общество ""Опытный рыбхоз ""Белое""",Ветеринарные препараты,0,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/717141,,
2019-717135,"Коммунальное унитарное многоотраслевое предприятие жилищно-коммунального хозяйства ""Барановичское городское жилищно-коммунальное хозяйство""",разработка ПСД по устройству наружного  освещения,18 993.49,2019-07-05,BLR,http://www.icetrade.by/tenders/all/view/717135,,
2019-717133,"Государственное предприятие ""ЖРЭУ г. Пинска""",Текущий ремонт средних школ и яслей-садов в г. Пинске,320 000,2019-07-04,BLR,http://www.icetrade.by/tenders/all/view/717133,,
2019-717127,Борисовский райисполком,Выполнение проектно-изыскательских работ по разработке градостроительных проектов (2 лота),0,2019-07-03,BLR,http://www.icetrade.by/tenders/all/view/717127,,
2019-717125,"ОАО ""БЕЛАЗ"" - управляющая компания холдинга ""БЕЛАЗ-ХОЛДИНГ""",Закупка подшипников и манжет для комплектации к/с БЕЛАЗ,250 000,2019-06-25,BLR,http://www.icetrade.by/tenders/all/view/717125,,
2019-717124,"ОАО ""Гомсельмаш""",Закупка грунта ГФ-0119,150 000,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/717124,,
2019-717123,"Государственное предприятие ""Жилищное коммунальное хозяйство Первомайского района г. Минска""",выполнение общестроительных работ в жилых домах (по лотам №№1-3),2 650,2019-07-04,BLR,http://www.icetrade.by/tenders/all/view/717123,,
2019-717118,"Учреждение ""Витебское областное управление МЧС""","Разработка проектно-сметной документации по объекту «Строительство пожарной аварийно-спасательной части Полоцкого городского районного отдела по чрезвычайным ситуациям учреждения «Витебское областное управление МЧС» по адресу: Витебская область, г. Полоцк, ул. Хруцкого»",100 000,2019-07-04,BLR,http://www.icetrade.by/tenders/all/view/717118,,
2019-717111,"Государственное предприятие ""Жилищное коммунальное хозяйство Ленинского района г. Минска""",выбор подрядной организации на выполнение строительно-монтажных работ по объекту строительства: «Благоустройство прилегающей территории к жилому дому № 72 по ул. Прушинских в г.Минске»,46 657,2019-07-05,BLR,http://www.icetrade.by/tenders/all/view/717111,,
2019-717110,"РУП ""Белорусский протезно-ортопедический восстановительный центр""",закупка грузопассажирского автомобиля,80 000,2019-06-26,BLR,http://www.icetrade.by/tenders/all/view/717110,,
2019-717105,"ОАО ""Нафтан""",Папка-регистратор в ассортименте,40 000,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/717105,,
2019-717103,Клинический родильный дом Минской области,дезинфицирующие средства,0,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/717103,,
2019-717093,"ОАО ""Красный пищевик""",Закупка ящиков из гофрированного картона в ассортименте,1 274 400,2019-07-01,BLR,http://www.icetrade.by/tenders/all/view/717093,,
2019-717088,"Коммунальное унитарное многоотраслевое предприятие жилищно-коммунального хозяйства ""Барановичское городское жилищно-коммунальное хозяйство""",Закупка светильников светодиодных уличного освещения,0,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/717088,,
2019-717087,Отдел по образованию Городокского районного исполнительного комитета,Закупка компьютерной техники для учреждений образования Городокского райсполкома,0,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/717087,,
2019-717084,УП-РСП-10,пильные диски 660х80 z80,84 240,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/717084,,
2019-717066,Отдел культуры Брестского горисполкома,"Услуги по предоставлению, доставке, установке и обеспечению работы оборудования  для проведения праздничного концерта посвященного 1000-ию г.Бреста 07.09.2019г.гребной канал г. Брест",900 000,2019-07-04,BLR,http://www.icetrade.by/tenders/all/view/717066,,
2019-717060,Экономический суд Минской области,Микроавтобус пассажирский новый,0,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/717060,,
2019-717058,"Унитарное предприятие ""УКС Столинского района""",Выбор генподрядной организации на проектирование объекта,183 400,2019-07-04,BLR,http://www.icetrade.by/tenders/all/view/717058,,
2019-717057,"РУП ""Производственное объединение ""Белоруснефть""",Ёмкости циркуляц.системы V=40м3,315 996,2019-06-25,BLR,http://www.icetrade.by/tenders/all/view/717057,,
2019-717055,"РУП ""Производственное объединение ""Белоруснефть""",Насосные штанги,688 500,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/717055,,
2019-717051,"РУП ""БЕЛФАРМАЦИЯ""",19/07А Различные лекарственные средства (зарегистрированные/незарегистрированные),516 493.58,2019-06-23,BLR,http://www.icetrade.by/tenders/all/view/717051,,
2019-717047,"ОАО ""Гомельтранснефть Дружба""","Строительство объекта «Реконструкция технологических трубопроводов НС-2 НПС «Гомель», расположенного по адресу: ул. Дружбы, аг.Бобовичи, Гомельский район».",1 534 729,2019-06-25,BLR,http://www.icetrade.by/tenders/all/view/717047,,
2019-717046,"РУП ""БЕЛФАРМАЦИЯ""",19/14-5 Иммунодепрессанты (Такролимус),8 944 727.96,2019-06-23,BLR,http://www.icetrade.by/tenders/all/view/717046,,
2019-717041,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядчика на выполнение работ на объекте строительства «Замена пассажирских лифтов в жилом доме № 58 корп. 1 по просп. Рокоссовского в г. Минске» в интересах Государственного предприятия «Жилищное коммунальное хозяйство Ленинского района г. Минска»,КС283-05/191",504 000,2019-07-05,BLR,http://www.icetrade.by/tenders/all/view/717041,,
2019-717039,Управление по образованию администрации Центрального района г. Минска,Закупка детского игрового  надворного оборудования,29 600,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/717039,,
2019-717035,"РУП ""БЕЛТЕЛЕКОМ""","Закупка расширения существующего Аппаратно-программного комплекса, осуществляющего сбор и хранение сведений о посещении пользователем Интернет-ресурсов, блокировку Интернет-ресурсов",0,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/717035,,
2019-717034,"РУП ""БЕЛТЕЛЕКОМ""",Закупка многопортовых абонентских групповых концентраторов типа MDU,0,2019-06-25,BLR,http://www.icetrade.by/tenders/all/view/717034,,
2019-717032,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядчика на выполнение работ на объекте строительства «Замена пассажирских лифтов в жилом доме № 54 корп. 1 по просп. Рокоссовского в г. Минске» в интересах Государственного предприятия «Жилищное коммунальное хозяйство Ленинского района г. Минска»,КС288-06/191",448 000,2019-07-04,BLR,http://www.icetrade.by/tenders/all/view/717032,,
2019-717030,РНПЦ ОМР им. Н.Н. Александрова,Продукты питания (мясо),189 700,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/717030,,
2019-717029,"Государственное предприятие ""УКС Столбцовского района""","Выбор  генеральной  проектной  организации  для  выполнения  проектно-изыскательских  работ  по  объекту  ""Строительство  средней  школы на 720 мест в г.Столбцы""",280 408.35,2019-07-04,BLR,http://www.icetrade.by/tenders/all/view/717029,,
2019-717023,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядчика на выполнение работ на объекте строительства: «Замена пассажирских лифтов в жилом доме № 68 корп. 3 по ул. Плеханова в г. Минске» в интересах Государственного предприятия «Жилищное коммунальное хозяйство Ленинского района г. Минска», КС290-06/191",176 000,2019-07-05,BLR,http://www.icetrade.by/tenders/all/view/717023,,
2019-717019,"ОДО ""Стройинженерсервис""","Выбор подрядчика для строительства объекта: «Замена окон здания средней школы № 16, расположенного по адресу: Витебская область, г.Полоцк, ул.Зыгина, д.59» 2-й пусковой комплекс",168 390,2019-07-04,BLR,http://www.icetrade.by/tenders/all/view/717019,,
2019-717017,Гродненская областная клиническая больница,Закупка картриджей со стерилизующим средством (перекись водорода) для низкотемпературного стерилизатора Amsco V-Pro 1,0,2019-06-23,BLR,http://www.icetrade.by/tenders/all/view/717017,,
2019-717013,Отдел культуры Ивановского райисполкома,Мобильный сценический комплекс,65 000,2019-06-23,BLR,http://www.icetrade.by/tenders/all/view/717013,,
2019-717011,"Транспортное республиканское унитарное предприятие ""Гомельское отделение Белорусской железной дороги""",Капитальный ремонт машины ВПР-02М №253 с дооборудованием приборами безопасности АЛСН с электропневматическим клапаном ЭПК и КПД Гомельской  дистанции пути РУП «Гомельское отделение Белорусской железной дороги»,0,2019-06-28,BLR,http://www.icetrade.by/tenders/all/view/717011,,
2019-717007,Отдел по образованию администрации Первомайского района г. Витебска,Внедрение энергоэффективных оконных блоков из ПВХ в ГУО «Средняя школа №35 г. Витебска,150 000,2019-07-04,BLR,http://www.icetrade.by/tenders/all/view/717007,,
2019-717005,"ООО ""Терра Моторс""",Закупка лома латуни для собсвенного производства,1 500 000,2019-06-30,BLR,http://www.icetrade.by/tenders/all/view/717005,,
2019-717003,"Государственное предприятие ""ЦСОТ НАН Беларуси""",Комплекс измерительный параметров источников электропитания для светодиодных светильников ДМТ-268 в комплекте или аналог (далее Комплекс),120 000,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/717003,,
2019-717001,"КУП ""Тендерный центр Мингорисполкома""","Выбор подрядчика на выполнение работ на объекте строительства «Замена пассажирских лифтов в жилом доме № 52 корп. 1 по просп. Рокоссовского в г. Минске» в интересах Государственного предприятия «Жилищное коммунальное хозяйство Ленинского района г. Минска», КС286-05/191",616 000,2019-07-04,BLR,http://www.icetrade.by/tenders/all/view/717001,,
2019-716997,"РУП ""БЕЛИНВЕСТЭНЕРГОСБЕРЕЖЕНИЕ""",MKT № BDHP/ICB/19/02 «Строительство модульной котельной на МВТ на территории существующей котельной по ул. Коммунистическая в р.п. Речица Столинского района»,0,2019-07-29,BLR,http://www.icetrade.by/tenders/all/view/716997,,
2019-716996,Россонское районное потребительское общество,Оборудование для хлебопекарного производства,0,2019-07-02,BLR,http://www.icetrade.by/tenders/all/view/716996,,
2019-716987,"РУП ""Могилевэнерго""","Работы и товары (оборудование) по объекту «Микрорайон жилой застройки в границах улиц: Крупской, Стасова, Гришина, Калужской в г. Могилеве». Улично-дорожная сеть и магистральные инженерные сети. 3-я очередь.",91 001,2019-07-08,BLR,http://www.icetrade.by/tenders/all/view/716987,,
2019-716982,МИНСКАЯ ОБЛАСТНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА,"Заявка на закупку  реагентов, контрольного материала для внешнего (областного) контроля качества биохимических, коагулогических исследований   для клинико-диагностической лаборатории.",289 320,2019-06-24,BLR,http://www.icetrade.by/tenders/all/view/716982,,
2019-716970,"ОАО ""ГЗЛиН""",Реконструкция цеха высокопрочного чугуна,2 920 000,2019-07-05,BLR,http://www.icetrade.by/tenders/all/view/716970,,
2019-716961,"УП ""Коммунальник""",Закупка автогрейдера ГС-14.02 или аналог,199 000,2019-06-28,BLR,http://www.icetrade.by/tenders/all/view/716961,,
2019-716958,"Управление по образованию, спорту и туризму",Закупка работ по замене заполнений оконных и дверных балконных проемов для проведения текущего ремонта в группах № 1 и 2 ГУО «Дошкольный центр развития ребенка г.Дзержинска»,0,2019-06-28,BLR,http://www.icetrade.by/tenders/all/view/716958,,
2019-716956,"Буда-Кошелевская районная организационная структура РГОО ""БООР""","Закупка товара ""Олень благородный (Cervus elaphus)  (из одного лота)",85 436.50,2019-07-01,BLR,http://www.icetrade.by/tenders/all/view/716956,,
2019-717851,"Коммунальное дочернее жилищно-эксплуатационное унитарное предприятие ""Жилкомсервис два""",закупка кабельной продукции,0,2019-06-25,BLR,http://www.icetrade.by/tenders/all/view/717851,,
2019-717849,"Государственное предприятие ""УКС Солигорского района ""","Закупка медицинское оборудование для комплектации объекта «Реконструкция приемного отделения со строительством пристройки под размещение МРТ (магнитно-резонансная томография), расположенного по ул. Коржа, 1 в г. Солигорске»",4 800,2019-07-18,BLR,http://www.icetrade.by/tenders/all/view/717849,,
2019-717847,Министерство экономики Республики Беларусь,Закупка прав на использование программного обеспечения,25 000,2019-06-26,BLR,http://www.icetrade.by/tenders/all/view/717847,,
2019-717846,РНПЦ ОМР им. Н.Н. Александрова,"Мебель офисная, для сидения и специализированной для пансионата",60 400,2019-07-05,BLR,http://www.icetrade.by/tenders/all/view/717846,,
2019-717844,"Государственное учреждение ""Территориальный центр социального обслуживания населения Докшицкого района""",Закупка  дров и торфобрикета для отделения круглосуточного пребывания для граждан пожилого возраста и инвалидов аг.Ситцы на 2019 год,9 500,2019-06-25,BLR,http://www.icetrade.by/tenders/all/view/717844,,
2019-717841,"Учреждение ""Гомельская областная клиническая психиатрическая больница""",Мука пшеничная в/с,568,2019-06-25,BLR,http://www.icetrade.by/tenders/all/view/717841,,
2019-717835,"ЗАО ""АТЛАНТ""",Права на программное обеспечение,0,2019-06-27,BLR,http://www.icetrade.by/tenders/all/view/717835,,
2019-717833,"ОАО ""Могилевхимволокно""","Запасные части для ко-экструзионной установки модели GAP-SGM 5-2400-90-60-60-60-60 по выпуску термоусадочной пятислойной пленки, ориентированной по двум осям, или их аналоги",34 422.50,2019-07-01,BLR,http://www.icetrade.by/tenders/all/view/717833,,
2019-717830,"Унитарное коммунальное предприятие жилищно-коммунального хозяйства ""Бешенковичский коммунальник""",Выбор подрядной организации для выполнения текущего ремонта асфальтобетонного покрытия в г.п. Бешенковичи,67 991,2019-07-05,BLR,http://www.icetrade.by/tenders/all/view/717830,,
2019-717817,РНПЦ трансфузиологии и медицинских биотехнологий,Проточная центрифуга,0,2019-06-26,BLR,http://www.icetrade.by/tenders/all/view/717817,,
2019-717815,"ОАО ""Белтопгазкомплект""",Закупка технологического оборудования для проведения ремонтных работ на стальных газопроводах (Ду300) без прекращения подачи газа,0,2019-06-26,BLR,http://www.icetrade.by/tenders/all/view/717815,,
2019-717806,"Открытое акционерное общество ""Тихиничи""",ЗАКУПКА ВЕТЕРИНАРНОГО ИНСТРУМЕНТАРИЯ НА ВТОРОЕ ПОЛУГОДИЕ 2019 ГОДА,0,2019-06-25,BLR,http://www.icetrade.by/tenders/all/view/717806,,
